,age_group,travel_with,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_cost,IncomeGroup,total_visitors
2288,25-44,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,12935181.0,High-income countries,2.0
2289,25-44,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Credit Card,Yes,17901000.0,High-income countries,3.0
2290,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,12099750.0,High-income countries,2.0
2291,25-44,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,No,3315000.0,High-income countries,2.0
2292,25-44,Alone,Holiday,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,596700.0,High-income countries,1.0
2293,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,6878625.0,High-income countries,2.0
2294,65+,Spouse,Holiday,Wildlife,Friends,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,75084750.0,High-income countries,2.0
2295,45-64,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,580125.0,High-income countries,2.0
2296,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,3729375.0,High-income countries,1.0
2297,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,3315000.0,High-income countries,1.0
2298,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0-5,1,Cash,Yes,5801250.0,High-income countries,2.0
2299,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,3362900.0,High-income countries,1.0
2300,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,0,Cash,Yes,5088525.0,High-income countries,1.0
2301,65+,Spouse,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,1,Cash,Yes,2652000.0,High-income countries,2.0
2302,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,24862500.0,High-income countries,2.0
2303,45-64,Spouse and Children,Holiday,Wildlife,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,1,Cash,Yes,13483762.5,High-income countries,3.0
2304,`1-24,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2539290.0,High-income countries,2.0
2305,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,17105400.0,High-income countries,2.0
2306,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,9116250.0,High-income countries,1.0
2307,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,600000.0,Low-income countries,1.0
2308,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,414375.0,Upper-middle-income countries,1.0
2309,25-44,Alone,Others,Beach,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,165750.0,Lower-middle-income countries,1.0
2310,45-64,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,2257515.0,High-income countries,1.0
2311,25-44,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,No,13389047.0,High-income countries,2.0
2312,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,12129733.0,High-income countries,1.0
2313,`1-24,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,3315000.0,Low-income countries,1.0
2314,25-44,Alone,Holiday,Wildlife,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,1,Cash,No,2983500.0,High-income countries,1.0
2315,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,10-15,1,Cash,Yes,11027030.0,High-income countries,1.0
2316,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,No,No,No,0-5,1,Cash,Yes,6807990.0,High-income countries,2.0
2317,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,4433812.5,High-income countries,1.0
2318,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,512000.0,High-income countries,2.0
2319,25-44,Friends/Relatives,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,6132750.0,High-income countries,2.0
2320,65+,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,7773675.0,High-income countries,1.0
2321,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,1,Cash,Yes,907732.0,High-income countries,4.0
2322,25-44,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,6807990.0,High-income countries,2.0
2323,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1044225.0,Lower-middle-income countries,1.0
2324,25-44,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,2877420.0,High-income countries,1.0
2325,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,Yes,1323900.0,Low-income countries,1.0
2326,45-64,Spouse,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,5801250.0,High-income countries,2.0
2327,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5469750.0,High-income countries,1.0
2328,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,7+,1,Cash,Yes,9077320.0,High-income countries,2.0
2329,25-44,Spouse and Children,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Credit Card,No,28450500.0,High-income countries,5.0
2330,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,1138020.0,High-income countries,1.0
2331,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,0,Cash,Yes,2734875.0,High-income countries,2.0
2332,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,Yes,20718750.0,High-income countries,1.0
2333,`1-24,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,2693437.5,High-income countries,1.0
2334,45-64,Spouse and Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,348075.0,High-income countries,2.0
2335,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,Yes,No,0-5,0,Cash,Yes,447525.0,High-income countries,2.0
2336,25-44,Friends/Relatives,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,3315000.0,Lower-middle-income countries,2.0
2337,45-64,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,140000.0,Low-income countries,1.0
2338,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,913500.0,Lower-middle-income countries,2.0
2339,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,745875.0,Lower-middle-income countries,1.0
2340,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,300000.0,Low-income countries,1.0
2341,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,2000000.0,Low-income countries,1.0
2342,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,226000.0,Low-income countries,1.0
2343,25-44,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,497250.0,Lower-middle-income countries,1.0
2344,25-44,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,430950.0,Lower-middle-income countries,1.0
2345,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,18812625.0,High-income countries,2.0
2346,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,0-5,1,Cash,Yes,6132750.0,High-income countries,2.0
2347,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,60000.0,Low-income countries,1.0
2348,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,1,Cash,Yes,861900.0,High-income countries,1.0
2349,25-44,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,150000.0,Low-income countries,1.0
2350,45-64,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,1,Cash,Yes,15658377.0,High-income countries,4.0
2351,25-44,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0-5,1,Cash,Yes,2723196.0,High-income countries,3.0
2352,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,6630000.0,Low-income countries,2.0
2353,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,252000.0,Low-income countries,1.0
2354,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,No,9165975.0,High-income countries,2.0
2355,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,0,Cash,Yes,40940250.0,High-income countries,2.0
2356,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,10-15,0,Credit Card,Yes,33440062.5,High-income countries,2.0
2357,45-64,Spouse and Children,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,10-15,1,Cash,Yes,16575000.0,High-income countries,6.0
2358,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,4765593.0,High-income countries,2.0
2359,45-64,Spouse and Children,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,1,Cash,Yes,7541625.0,High-income countries,3.0
2360,45-64,Alone,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,10-15,1,Cash,Yes,9531186.0,High-income countries,1.0
2361,25-44,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,No,5855947.5,High-income countries,2.0
2362,45-64,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,165750.0,Lower-middle-income countries,1.0
2363,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,3232125.0,High-income countries,1.0
2364,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7+,0,Cash,Yes,11814675.0,High-income countries,1.0
2365,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,2027122.5,High-income countries,1.0
2366,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,3248700.0,High-income countries,1.0
2367,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,1698937.5,High-income countries,2.0
2368,`1-24,Alone,Holiday,Others,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,2257056.0,High-income countries,1.0
2369,`1-24,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,0-5,0,Cash,Yes,314925.0,Lower-middle-income countries,1.0
2370,`1-24,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,1093950.0,High-income countries,1.0
2371,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,188760.0,Lower-middle-income countries,1.0
2372,65+,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,5386875.0,High-income countries,1.0
2373,45-64,Spouse and Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,No,25525500.0,Lower-middle-income countries,4.0
2374,65+,Children,Others,Others,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,3494768.2,High-income countries,2.0
2375,`1-24,Friends/Relatives,Holiday,Beach,Friends,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,Yes,5822797.5,High-income countries,2.0
2376,25-44,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,0-5,1,Cash,Yes,7293000.0,High-income countries,2.0
2377,25-44,Alone,Others,Wildlife,Agent,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,828750.0,Lower-middle-income countries,1.0
2378,45-64,Alone,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,Yes,2005575.0,High-income countries,1.0
2379,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,No,1642582.5,High-income countries,1.0
2380,`1-24,Alone,Holiday,Wildlife,Agent,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,2845050.0,High-income countries,1.0
2381,25-44,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,646425.0,Upper-middle-income countries,1.0
2382,`1-24,Friends/Relatives,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1657500.0,High-income countries,2.0
2383,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,No,2734875.0,High-income countries,1.0
2384,45-64,Friends/Relatives,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,1657500.0,High-income countries,2.0
2385,25-44,Spouse,Holiday,Beach,Others,Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0-5,1,Cash,Yes,33829575.0,Upper-middle-income countries,2.0
2386,`1-24,Alone,Others,Beach,Agent,Independent,No,No,No,No,No,No,No,7+,1,Cash,No,3315000.0,High-income countries,1.0
2387,45-64,Spouse and Children,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,0-5,1,Cash,Yes,1815464.0,High-income countries,3.0
2388,25-44,Friends/Relatives,Holiday,Others,Agent,Package Tour,No,Yes,Yes,No,Yes,Yes,No,7+,0,Cash,Yes,3149250.0,High-income countries,4.0
2389,45-64,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,Yes,0-5,1,Credit Card,No,7293000.0,High-income countries,2.0
2390,25-44,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,10-15,0,Cash,Yes,13615980.0,High-income countries,2.0
2391,`1-24,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,3315000.0,Upper-middle-income countries,1.0
2392,45-64,Friends/Relatives,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,165750.0,High-income countries,9.0
2393,25-44,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,No,Yes,Yes,No,No,7+,1,Cash,Yes,10044450.0,High-income countries,2.0
2394,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,10-15,0,Credit Card,No,2652600.0,Low-income countries,1.0
2395,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,75504.0,Lower-middle-income countries,1.0
2396,`1-24,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,74587.5,Upper-middle-income countries,1.0
2397,`1-24,Alone,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,919912.5,High-income countries,1.0
2398,25-44,Alone,Others,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,580125.0,Lower-middle-income countries,1.0
2399,45-64,Spouse and Children,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,0-5,1,Cash,No,4574700.0,High-income countries,6.0
2400,45-64,Spouse and Children,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,21547500.0,High-income countries,4.0
2401,45-64,Spouse,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0-5,1,Cash,No,58012500.0,Upper-middle-income countries,2.0
2402,25-44,Spouse and Children,Holiday,Beach,Friends,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,10276500.0,High-income countries,3.0
2403,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Credit Card,Yes,14950650.0,High-income countries,2.0
2404,25-44,Spouse,Holiday,Wildlife,Friends,Package Tour,No,Yes,Yes,No,Yes,Yes,No,7+,1,Cash,Yes,14088750.0,High-income countries,2.0
2405,`1-24,Spouse,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,5022225.0,High-income countries,2.0
2406,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Credit Card,Yes,33274312.5,High-income countries,2.0
2407,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,Yes,No,7+,1,Credit Card,Yes,1326000.0,High-income countries,1.0
2408,25-44,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,3911700.0,High-income countries,1.0
2409,25-44,Friends/Relatives,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,2269330.0,High-income countries,2.0
2410,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,11548057.95,High-income countries,1.0
2411,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,6338280.0,High-income countries,1.0
2412,25-44,Friends/Relatives,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,8287500.0,High-income countries,4.0
2413,25-44,Alone,Holiday,Others,Friends,Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,10-15,0,Cash,Yes,6741052.5,High-income countries,1.0
2414,`1-24,Alone,Others,Others,Friends,Package Tour,No,Yes,Yes,Yes,No,No,No,7+,1,Cash,Yes,2569125.0,High-income countries,1.0
2415,45-64,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,1657500.0,Low-income countries,1.0
2416,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,9696375.0,High-income countries,1.0
2417,65+,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Credit Card,Yes,33440062.5,High-income countries,2.0
2418,`1-24,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,0-5,0,Cash,Yes,977925.0,High-income countries,1.0
2419,`1-24,Alone,Others,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,0-5,0,Cash,Yes,5784675.0,High-income countries,1.0
2420,65+,Friends/Relatives,Holiday,Wildlife,Friends,Package Tour,Yes,No,No,No,No,No,No,7+,0,Cash,No,7942655.0,High-income countries,3.0
2421,45-64,Spouse,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,No,No,No,7+,0,Cash,Yes,331500.0,High-income countries,2.0
2422,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,190000.0,Lower-middle-income countries,1.0
2423,45-64,Children,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,11751675.0,High-income countries,2.0
2424,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,165750.0,High-income countries,1.0
2425,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,663000.0,Lower-middle-income countries,1.0
2426,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,1209975.0,Low-income countries,1.0
2427,45-64,Alone,Others,Others,Friends,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,165750.0,High-income countries,1.0
2428,`1-24,Alone,Holiday,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,170000.0,Low-income countries,1.0
2429,45-64,Friends/Relatives,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0-5,1,Cash,Yes,20310503.5,High-income countries,3.0
2430,`1-24,Alone,Holiday,Others,Agent,Independent,No,No,No,No,No,No,No,7+,1,Cash,Yes,11027030.0,High-income countries,2.0
2431,25-44,Alone,Others,Beach,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1160250.0,Lower-middle-income countries,1.0
2432,`1-24,Friends/Relatives,Holiday,Others,Others,Independent,No,No,No,No,No,No,No,10-15,0,Cash,No,505000.0,High-income countries,4.0
2433,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Cash,Yes,75333375.0,High-income countries,1.0
2434,`1-24,Alone,Holiday,Others,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7+,1,Credit Card,Yes,75333375.0,High-income countries,1.0
2435,`1-24,Alone,Others,Others,Others,Package Tour,No,Yes,Yes,No,No,Yes,No,0-5,0,Cash,Yes,314925.0,High-income countries,1.0
2436,`1-24,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,188760.0,Lower-middle-income countries,1.0
2437,25-44,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,944775.0,High-income countries,1.0
2438,25-44,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,1657500.0,Upper-middle-income countries,1.0
2439,`1-24,Alone,Holiday,Others,Friends,Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,10-15,0,Cash,Yes,2071875.0,High-income countries,1.0
2440,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10-15,0,Cash,Yes,23453625.0,High-income countries,4.0
2441,45-64,Alone,Holiday,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,Yes,165750.0,High-income countries,1.0
2442,45-64,Spouse,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Cash,Yes,1491750.0,High-income countries,2.0
2443,45-64,Spouse,Holiday,Beach,Agent,Independent,No,No,No,No,No,No,No,0-5,1,Credit Card,No,4972500.0,Lower-middle-income countries,2.0
2444,25-44,Alone,Others,Wildlife,Friends,Independent,No,No,No,No,No,No,No,7+,0,Cash,No,4972500.0,Upper-middle-income countries,1.0
2445,25-44,Friends/Relatives,Others,Others,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,210000.0,Lower-middle-income countries,4.0
2446,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Cash,No,90000.0,Low-income countries,1.0
2447,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,4259775.0,High-income countries,1.0
2448,25-44,Alone,Others,Beach,Agent,Package Tour,Yes,Yes,Yes,No,No,No,No,7+,0,Cash,No,4806750.0,Upper-middle-income countries,1.0
2449,25-44,Friends/Relatives,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,Yes,3978000.0,Upper-middle-income countries,2.0
2450,`1-24,Spouse,Holiday,Beach,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10-15,0,Cash,Yes,5801250.0,Upper-middle-income countries,2.0
2451,25-44,Alone,Others,Wildlife,Others,Independent,No,No,No,No,No,No,No,0-5,0,Credit Card,No,1657500.0,Lower-middle-income countries,1.0
2452,`1-24,Alone,Others,Others,Others,Independent,No,No,No,No,No,No,No,7+,0,Cash,Yes,6000210.45,High-income countries,1.0
2453,45-64,Children,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,6961500.0,High-income countries,2.0
2454,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,0-5,0,Cash,Yes,4233255.0,High-income countries,1.0
2455,`1-24,Alone,Holiday,Wildlife,Agent,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7+,0,Cash,Yes,5121090.0,High-income countries,1.0
2456,45-64,Alone,Holiday,Wildlife,Agent,Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,10-15,0,Cash,Yes,21995025.0,High-income countries,1.0
2457,`1-24,Alone,Holiday,Others,Agent,Package Tour,No,Yes,Yes,Yes,No,No,No,10-15,0,Cash,Yes,1989000.0,High-income countries,1.0
